title,company,category,status,min_edu,min_exp,description,urlJob,urlImg
Livestreamer E-commerce (Shopee/Tiktok),Caselify,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Livestreamer E-commerce (Shopee/Tiktok) CaselifyJob Description:Ini adalah Job WFO, sebagai Host Live Streaming di Caselify yang berlokasi di Kalideres, Jakarta Barat. Sebagai Host Live Streaming, Anda akan bertanggung jawab untuk melaksanakan sesi live streaming untuk mempromosikan dan memasarkan produk Case hp Caselify, berinteraksi dengan pelanggan, memberikan pelayanan pelanggan yang baik selama live streaming, serta berjualan agar calon buyer tertarik dengan apa yang kamu jual.Job Responsibilities:1. Melakukan Live streaming di semua Platform E-commerce (Shopee,Lazada,Tiktok dan Tokopedia) untuk meningkatkan penjualan 2. menguasai Kebijakkan dan data analysis Platform yang akan di livekan3. membuat strategi jualan atau gimmick2 yang bisa menaikkan penjualan4. Mampu Menaikkan viewer dan mempertahankan viewer agar stay tune dan tertarik dengan live streaming yang di bawakanJob Requirements:1. Berpengalaman dalam berjualan secara live streaming minimal 1-2tahun di E-commerce (Tiktok, Shopee, dll)2. Keterampilan komunikasi & public speaking yang sangat baik3. Keterampilan presentasi produk yang sangat baik4. Berorientasi pada penjualan dan target5 .Familiar dan percaya diri di depan kamera6. Penampilan menarik dan rapi7. Bersedia bekerja dalam shift bergilir, termasuk akhir pekan, dan mematuhi kebijakan kerja penuh waktu di kantorLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/livestreamer-e-commerce-shopee-tiktok/6f45686c-09d5-4358-b746-27e2bb910327?utm_referrer=explore&traceInfo=7e5ad652-528f-4b69-8df2-3af70c4e066e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ba4ad2b1f901db1c10df0606c94c010d.jpg
Content Creator - Staff,NoTag International Indonesia,Marketing,Kontrak · Kerja di kantor,Minimal Diploma (D1 - D4),3 - 5 tahun pengalaman,"Deskripsi pekerjaan Content Creator - Staff NoTag International IndonesiaNoTag Indonesia (PT Dable Labs Indonesia)[Company Intro]NoTag Korea is a Korean IT-based retailing start-up company that was founded in 2021. Within just three years of operation, NoTag Korea has secured a total of 3 million USD series-A investment from at least 7 notable Korean investment firms, including Lotte Group (Lotte Ventures). As of 2023, NoTag Korea is selling over 80 brands, ranging from Korean cosmetics to fashion products, and operating in 7 countries, such as Taiwan, Hong Kong, Singapore, Malaysia, Australia, etc. We have recently set up our first overseas office in Taiwan and we are currently looking for talented & keen individuals to join our new office in Indonesia, located within Lotte Shopping Avenue, South Jakarta.[Responsibilities & Job Description]Manage accounts & design contents for Social Media (Instagram, TikTok, etc)Manage Customer Service (Emails, Chats, DMs & etc)Upload & manage products/SKUs on online platforms (Shopify, Shopee & Tokopedia)Occasional external marketing activitiesCommunicate with 3PL PICs to check on logistics status[Application Process]CV screening → 1st Interview (Online)→ 2nd Interview (Online/Offline)→ SelectionRequired documents: CV (English) & Portfolio (Mandatory)Hiring until suitable candidates are found[Office Location]Lotte Mall Jakarta, South Jakarta[Requirements]Proficient in design tools & other photoshop softwaresAble to edit videos using simple tools2 ~5 years of experience in the relevant fieldAble to work in South JakartaFamiliar with social media operations[Preferred Qualifications]Have contacts with Indonesian influencersExperienced in video editing (Instagram Reels, etc)Extensive experience & knowledge of Korean products (fashion, cosmetics, etc)Have past experiences in the Indonesian E-Commerce sector[Incentives]BPJSTHRLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/content-creator-staff/60cab138-c824-47fd-9f1b-ddf42d28409b?utm_referrer=explore&traceInfo=7e5ad652-528f-4b69-8df2-3af70c4e066e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b0b526c6d3fd5737418224ae3eda2f9d.jpg
Staff Sales Marketing,Rumah Prefab by PT BNP,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Staff Sales Marketing Rumah Prefab by PT BNPJob Desc1.  Memberikan Product Knowledge secara detail kepada customer2. Memastikan dan memproses pesanan, transaksi, dan good received material3. Melakukan riset terhadap kompetitor dan melakukan perencanaan strategy marketing4. Melakukan follow up careing treatment dan negosiasi terhadap kebutuhan customer5. Melakukan cheking new leads pada account page yang menjadi pintu masuk customer6. Membuat report update customer (Daily, Weekly)RequirementLulusan S1 Teknik sipil dengan pengalaman sebagai Sales Engineer, (D3/S1 Marketing, Komunikasi, Business Development dipersilahkan untuk melamar) Minimal memiliki mengalaman 2 tahun di bidang Sales dan MarketingMemiliki kemampuan komunikasi dan negosiasi yang baikMenyukai pekerjaan yang memerlukan pencapaian targerDapat menggunakan Microsoft Office & Google WorkspaceTerbiasa menggunakan tools digital marketing (social media, google analytic etc)Mengetahui sistem SEO Tertarik untuk belajar mengenai material konstruksiLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/staff-sales-marketing/1e14d933-6d1a-45de-a5ea-f3467222869a?utm_referrer=explore&traceInfo=7e5ad652-528f-4b69-8df2-3af70c4e066e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/49da3752103dec0677772f13772d3e67.jpg
Social Media Specialist,PT Wildes Harapan Sukses,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),3 - 5 tahun pengalaman,Deskripsi pekerjaan Social Media Specialist PT Wildes Harapan Sukses- Update iklan promosi di Media Sosial- Buat Iklan dan konten Media Sosial- Update konten di Marketplace,https://glints.com/id/opportunities/jobs/social-media-specialist/2ac459a4-bbcc-4535-b372-d689b5ff39c0?utm_referrer=explore&traceInfo=7e5ad652-528f-4b69-8df2-3af70c4e066e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f6fec44694caa3be26d69b14b5ac97f5.jpeg
Host Live Streamer,Hakka Indonesia,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Host Live Streamer Hakka IndonesiaJob DescriptionsMenghadirkan siaran langsung yang menarik dan menghibur kepada audiens.Berinteraksi secara aktif dengan audiens melalui chat dan komentar.Menyampaikan konten dengan jelas dan memikat menggunakan kemampuan berbicara yang baik.Memahami tren dan topik yang sedang populer untuk menarik minat audiens.Memastikan kelancaran teknis selama siaran langsung.Mempromosikan dan memperkenalkan produk atau layanan perusahaan kepada audiens.Job RequirementsPendidikan minimal SMA, diutamakan S1 (semua jurusan)Pengalaman sebagai host live streaming, pembawa acara, atau posisi serupa diutamakan.Memiliki keterampilan komunikasi yang baik dan kepercayaan diri yang tinggi di depan kameraKeterampilan dalam membangun interaksi dengan audiens.Mengerti dengan fitur-fitur di Tiktok, Instagram dan platform sosial media lainnya.Berkomitmen untuk magang selama 6 bulanBersedia full WFO di Cawang, Jakarta TimurLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/host-live-streamer/e2231368-3d35-4140-90de-0347c4eb6f79?utm_referrer=explore&traceInfo=7e5ad652-528f-4b69-8df2-3af70c4e066e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f0b13fed4a2bab2d38ca9fb66fb9b376.jpeg
Video Content Creator,JM Fashion Yogyakarta,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Video Content Creator JM Fashion YogyakartaKualifikasi :Perempuan ( muslimah )Berpenampilan menarikPendidikan minimal SMA/SMKUsia maksimal 27 tahunTertib sholat 5 waktuTerbiasa berjilbabTeliti, ramah dan bertanggungjawabDiutamakan berpengalaman dibidangnyaWajib melampirkan portofolioLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/video-content-creator/e86b7fb8-8075-48f6-93ed-2f586ef6c672?utm_referrer=explore&traceInfo=7e5ad652-528f-4b69-8df2-3af70c4e066e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/265e37b01ff2255ff37434804fd74629.jpg
Tiktok Spesialist,Zayra Hijab,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Tiktok Spesialist Zayra HijabKualifikasiMuslimah maks. 28 tahunPendiddikan minimal lulusan D3 Komunikasi, Sastra, dan jurusan sejenisMemiliki pengalaman min. 1 Tahun dibagian Tiktok Specialist online shop Fashion (LEBIH DIUTAMAKAN)Memiliki kemampuan membuat video Tiktok dan paham penggunaan kameraMemiliki kemampuan edit videoMengenal alogritma TiktokKreatif & Update trend di TiktokCepat belajar, target oriented, dan beradaptasiDisiplin, ulet, jujur dan pekerja kerasKomunikatif, ceria, good attitude, dan interaktifPintar dalam mix and match outfitMemiliki kemampuan make-up dan percaya diri depan kameraMenarik & energikJobdesMelakukan content research  untuk mengetahui trending content tiktokMembuat plan konten Membuat konten video yang dapat menghasilakan engagement dan salesMemenej akun Tiktok dari mulai posting, balas komentar, dan DMMenaikan traffic TiktokMembuat laporan harian dan bulananLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/tiktok-spesialist/8c07c0d2-dbe1-41c3-a447-a26ffea4b91b?utm_referrer=explore&traceInfo=7e5ad652-528f-4b69-8df2-3af70c4e066e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7a6d82848ddaa4bb3c29e4d89a183cc0.jpg
Tiktok Spesialist,Zayra Hijab,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Tiktok Spesialist Zayra HijabKualifikasiMuslimah maks. 28 tahunPendiddikan minimal lulusan D3 Komunikasi, Sastra, dan jurusan sejenisMemiliki pengalaman min. 1 Tahun dibagian Tiktok Specialist online shop Fashion (LEBIH DIUTAMAKAN)Memiliki kemampuan membuat video Tiktok dan paham penggunaan kameraMemiliki kemampuan edit videoMengenal alogritma TiktokKreatif & Update trend di TiktokCepat belajar, target oriented, dan beradaptasiDisiplin, ulet, jujur dan pekerja kerasKomunikatif, ceria, good attitude, dan interaktifPintar dalam mix and match outfitMemiliki kemampuan make-up dan percaya diri depan kameraMenarik & energikJobdesMelakukan content research  untuk mengetahui trending content tiktokMembuat plan konten Membuat konten video yang dapat menghasilakan engagement dan salesMemenej akun Tiktok dari mulai posting, balas komentar, dan DMMenaikan traffic TiktokMembuat laporan harian dan bulananLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/tiktok-spesialist/8c07c0d2-dbe1-41c3-a447-a26ffea4b91b?utm_referrer=explore&traceInfo=4f53b637-a09d-480b-8f3f-51fbbf3c4fb7,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7a6d82848ddaa4bb3c29e4d89a183cc0.jpg
Digital Marketing Strategist,Hillir Digital,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Digital Marketing Strategist Hillir DigitalJob DescriptionsMerencanakan, mengimplementasikan, memonitor, dan mengevaluasi strategi pemasaran digitalMelakukan riset untuk mengidentifikasi peluang pasar dan menetapkan tren pasarMelakukan koordinasi dengan tim performance terkait perencanaan dan penerapan strategi advertising yang akan dilaksanakanMelakukan pengawasan terhadap advertising yang sedang berjalan Menganalisa dan melaporkan kinerja digital marketing untuk memastikan kesuaiannya dengan target Memberikan alternatif solusi untuk setiap permasalahan yang muncul selama proses advertising berlangsungMemberikan rekomendasi keberlanjutan strategi advertising yang diterapkanJika dibutuhkan, pemangku jabatan akan mempresentasikan laporan performa yang jelas, rinci, dan insightful kepada perusahaan maupun klienQualificationsMin. 2 tahun pengalaman sebagai Digital Marketing Specialist, Digital Marketing Manager atau Digital Marketing StrategistData-driven person dan memiliki keterampilan leadership yang baikMemiliki kecakapan di bidang digital marketingMemahami tools digital marketing (Meta ads, TikTok Ads, Google Ads, dan sebagainya)Memiliki keterampilan mendengarkan, presentasi, serta komunikasi yang baikFleksibel, cekatan, dan kolaboratifUp-to-Date dengan perkembangan tools digital marketing saat iniMampu bekerja di bawah lingkungan serba cepatDapat bergabung secepatnyaBersedia untuk bekerja secara onsite di BandungSend your updated CV & PortfolioLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/digital-marketing-strategist/0ad93296-fb93-4795-9e2a-ab1b9aca8607?utm_referrer=explore&traceInfo=4f53b637-a09d-480b-8f3f-51fbbf3c4fb7,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/dd8d22b3e90f6119a698265c50439edf.png
Digital Ads Specialist untuk Properti Distress,Ozindo Property,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Digital Ads Specialist untuk Properti Distress Ozindo PropertyDicari Digital Ads Specialist untuk Properti DistressKami adalah perusahaan properti yang fokus pada aset distress, mencari Digital Ads Specialist untuk membantu mempromosikan properti secara efektif melalui media sosial.Tugas Utama:1. Mengelola Iklan Properti:Mengelola dan mengoptimalkan iklan properti yang dipilih untuk dipromosikan.Memastikan iklan menjangkau target audiens yang tepat.Menulis copywriting iklan yang menarik dan persuasif.2. Meningkatkan Leads Berkualitas:Menyusun strategi promosi yang fokus pada menghasilkan leads berkualitas untuk properti yang sedang dipasarkan.3. Berkoordinasi dengan Tim Desain:Memberikan arahan isi konten (teks dan konsep) agar sesuai dengan materi iklan yang dipromosikan4. Fokus pada Hasil:Menargetkan dan menghasilkan leads berkualitas yang memiliki potensi tinggi untuk dikonversi menjadi penjualan.5. Optimalisasi Kampanye:Menganalisis performa iklan untuk mencapai hasil terbaik dengan budget yang efisien.6. Mendukung Branding Perusahaan:Membantu meningkatkan branding perusahaan di media sosial.Menyusun strategi konten untuk memperkuat branding perusahaan sebagai pemimpin di properti distress.Kualifikasi:Pengalaman dalam iklan properti melalui Facebook Ads, Instagram Ads, TikTok Ads dan Terbukti mampu menghasilkan leads berkualitas dan meningkatkan omzet perusahaan.Pemahaman tentang properti distressed /lelang/ NPL menjadi nilai tambah.Skema Kerja dan Keuntungan:Flexible: Full-time, part-time, atau freelance, disesuaikan dengan diskusi awal.Kompensasi menarik dengan peluang bonus berdasarkan hasil penjualan.Cara Melamar:Kirimkan CV, portofolio iklan, dan hasil leads keozindoproperty @gmail.comdengan subjek ""Digital Ads Specialist .Bergabunglah bersama kami untuk membantu menjual properti unggulan dan menciptakanhasil terbaik!Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/digital-ads-specialist-untuk-properti-distress/502f8785-df6b-4d54-ab14-b245e1a8b0fd?utm_referrer=explore&traceInfo=4f53b637-a09d-480b-8f3f-51fbbf3c4fb7,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/26c018da4c63dde46785867dd95d27ba.jpeg
Staff Digital Marketing - Ads Specialist,PT. Kale Jaya Abadi,Marketing,Kontrak · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Staff Digital Marketing - Ads Specialist PT. Kale Jaya AbadiDigital Marketing - Ads SpecialistUsia maksimal 35 tahunMampu menghandle iklan dan paham mengenai digital marketingMemahami fitur Ads (CPAS, Ads Marketplace Tokopedia, Lazada, Shopee, dan Tiktok)Memahami media/industri onlineKemampuan untuk berfikir secara strategis dan membuat kampanye pemasaranJobdescMerencanakan Campaign & Budget IklanMenganalisis data campaign dan membuat laporan yang komprehensifMembuat strategi & Inovasi digital marketingLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/staff-digital-marketing-ads-specialist/d5d88270-9a58-4e2d-842a-c7b4ca23a420?utm_referrer=explore&traceInfo=4f53b637-a09d-480b-8f3f-51fbbf3c4fb7,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0d92daa8dc182741ee7192f0fc612187.png
